Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description",Sector,Main activity,Description in Original language,Description in English,Website,Operating result [=EBIT] mEUR 2021,Operating result [=EBIT] mEUR 2020,Operating result [=EBIT] mEUR 2019,Turnover mEUR 2021,Turnover mEUR 2020,Turnover mEUR 2019,Availability of financial data,2 years of consecutive losses,Average loss over 3 years,Additional Websites,Meta Title,Meta Description,Meta Keywords,Additional Meta Title,Additional Meta Description,Additional Meta Keywords
GUCAMASI SA,ES,Espagne,PONTEVEDRA,,4771,Commerce de détail d'habillement en magasin spécialisé,"Operates as a clothing store engaged in the retail distribution of a general line of new clothing and a range of accessories for men, women, and children",Retail,Comercio al por menor de tejidos textiles para prendas de vestir.,"Operates as a clothing store engaged in the retail distribution of a general line of new clothing and a range of accessories for men, women, and children [source: Bureau van Dijk]",,1,0,1,9,8,13,YES,NO,NO,,,,,,,
VEGAS S.R.L.,IT,Italie,TERRICCIOLA,VIA SALAIOLA 35/37,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of knitted and crocheted apparel,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail distribution of knitted and crocheted apparel [source: Bureau van Dijk],www.manginimagazzini.it,0,0,0,9,6,7,YES,NO,NO,shop.manginimagazzini.it,"Abbigliamento moda e biancheria | Terricciola, PI | Mangini Magazzini",Ai Magazzini Mangini trovi la migliore collezione di abiti firmati della provincia di Pisa. Vieni in negozio a scoprire tutto l'assortimento per uomo e donna.,,,,
SA ROUMEGOUX & GILLES,FR,France,GRADIGNAN,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale of clothing and footwear,Wholesale,"Confection, bonneterie, tissus, chapellerie, mercerie, chaussures, vente de mobilier de puericulture : articles de sport, maroquinerie, linge de maison, gadgets, bibelots, jouets, cadeaux, articles de bazar, articles pour la maison, a titre sedentaire et ambulant",Engaged in the wholesale of clothing and footwear [source: Bureau van Dijk],www.roumegouxetgilles.com,1,0,0,9,7,9,YES,NO,NO,,ACCUEIL - Roumegoux & Gilles,,,,,
FORTE S.R.L.,IT,Italie,TREVIGLIO,VIALE CESARE BATTISTI 29,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,,www.pozzilei.it,1,0,0,8,8,9,YES,NO,NO,fortesrl.it,Pozzi Lei,,,Home | Forte Srl,La Forte è una delle aziende simbolo di impegno nella responsabilità sociale. L'attenzione agli sprechi all'ottimizzazione dei consumi...,
UAB BALTIJOS ARSENALAS,LT,Lituanie,KAUNO M.,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,www.aic.lt,1,0,0,8,7,7,YES,NO,NO,,Karinė apranga ir amunicija | ARMIJAI IR CIVILIAMS,"Kokybiška karinė apranga ir amunicija. Patvari ir patogi turistinė apranga ir stovyklavimo reikmenys. Apranga, avalynė, ekipuotė ir amunicija kariuomenei, policijai, medžioklei, šratasvydžiui, turizmui bei laisvalaikiui internetu.",,,,
COMERCIO Y DISTRIBUCION DE TEJIDOS DEL MEDITERRANEO SL,ES,Espagne,ONTINYENT,,4751,Commerce de détail de textiles en magasin spécialisé,,,Comercio menor de ropa de hogar.,,www.cndfabrics.com,0,0,0,8,6,6,YES,NO,NO,,cndfabrics - cndfabrics.es,"En C&D Fabrics nos dedicamos a la comercialización y distribución
de tejidos para la decoración, siguiendo todo el proceso desde el diseño,
la fabricación, acabados y, finalmente, la distribución.",,,,
RUBINO KIDS S.R.L.,IT,Italie,AVERSA,PIAZZA VITTORIO EMANUELE 61,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER BAMBINI E NEONATI,,www.rubinobimbi.it,1,0,0,8,8,5,YES,NO,NO,www.rubinokids.it,,,,,,
PIKE SRL,IT,Italie,POGLIANO MILANESE,VIA SAN GIOVANNI BOSCO 24,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,www.hangar107.it,0,0,0,8,6,8,YES,NO,NO,,HANGAR 107 – Grandi marchi a prezzi scontati dal 40% all'80%,,,,,
LE NOIR S.R.L.,IT,Italie,CONEGLIANO,VIA CAMILLO BENSO CONTE DI CAVOUR 4/C,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of knitted and crocheted apparel,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail distribution of knitted and crocheted apparel [source: Bureau van Dijk],www.lenoirboutique.it,0,0,0,8,7,8,YES,NO,YES,,,,,,,
GUCCI BELGIUM,BE,Belgique,BRUSSEL,BOULEVARD DE WATERLOO 49,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,www.daelenberghutte.be,0,0,0,8,8,10,YES,NO,NO,,,,,,,
ERRANI S.R.L.,IT,Italie,FAENZA,VIA EVANGELISTA TORRICELLI 25,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of watches and jewelry,Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in the retail distribution of watches and jewelry [source: Bureau van Dijk],www.gioielleriaerrani.it,3,1,0,8,7,4,YES,NO,NO,www.erranijobs.com,Gioielleria Ravenna | Errani,Un'elegante gioielleria dal 1991 dove trovare creazioni della migliore fattura e delle marche più prestigiose. Rivenditore autorizzato Rolex,,"Best Vinyl Signs Omaha, NE | Graphics, Banners, & More Near Me","Complete vinyl signs & graphics manufacturers, creating attractive vinyl clings, films, and decals for any surface or use; wall murals, vinyl lettering, banners, & more! Full-Service Omaha Sign Company.",
MANGANARO RAFFAELE & C. - S.R.L.,IT,Italie,CATANIA,VIALE VITTORIO VENETO 287,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the sale of motorcycle and motorcycle parts and supplies,Retail; Services,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the sale of motorcycle and motorcycle parts and supplies [source: Bureau van Dijk],www.manganaro.it,0,0,0,8,5,6,YES,NO,NO,,,,,,,
FRANCESCO ESPOSITO GIOIELLERIE S.R.L.,IT,Italie,NAPOLI,PIAZZA VANVITELLI 5,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,,0,0,0,8,5,8,YES,NO,NO,,,,,,,
GONZATO S.R.L.,IT,Italie,COLOGNOLA AI COLLI,VIA STRA' 166,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale and marketing of footwear and clothing,Retail,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,Engaged in the retail sale and marketing of footwear and clothing [source: Bureau van Dijk],www.gonzatostyle.it,1,0,1,8,7,8,YES,NO,NO,gonzatostyle.it,"Negozio scarpe Verona - Numeri grandi e piccoli - Sposa, sposo - Gonzato",Gonzato Calzature e Sportswear: il più grande negozio di calzature e abbigliamento sportivo della tua città. Assortimento illimitato dei migliori marchi,,"Negozio scarpe Verona - Numeri grandi e piccoli - Sposa, sposo - Gonzato",Gonzato Calzature e Sportswear: il più grande negozio di calzature e abbigliamento sportivo della tua città. Assortimento illimitato dei migliori marchi,
"COMERCIO TEXTIL ATLANTIC SUD, LDA",PT,Portugal,RIO COVO (SANTA EULALIA),,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Organização, criação, produção e comércio de vestuário têxtil desportivo, acessórios e souvenirs turísticos. Comércio a retalho de bebidas (águas, refrigerantes e licores) e enlatados (sardinhas, atum e todo o tipo de conservas). Comércio a retalho de perfumes, artigos de cosmética e preservativos. Comércio a retalho de utensílios eletrónicos (carregadores, adaptadores e todo o tipo de periféricos)",,www.forcaportugal.com,0,-1,1,8,4,10,YES,NO,NO,,,,,,,
EMPORIO COM SRL,RO,Roumanie,CONSTANTA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing products,Retail,,Engaged in the retail sale of clothing products [source: Bureau van Dijk],,0,0,0,8,7,16,YES,NO,NO,,,,,,,
"PIRES & IRMAO, LDA",PT,Portugal,BRAGA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the wholesale distribution of the watches, clocks and electronic items for upscale consumer market and promotion market",Wholesale,Retalhista de artigos de ourivesaria e relojoaria - 100%,"Engaged in the wholesale distribution of the watches, clocks and electronic items for upscale consumer market and promotion market [source: Bureau van Dijk]",www.piresjoalheiros.pt,1,1,1,8,8,11,YES,NO,NO,piresjoalheiros.pt,Distribuidor oficial Rolex em Braga | Pires Joalheiros - Desde 1927,"A Pires Joalheiros em Braga tem orgulho em fazer parte da rede mundial de distribuidores oficiais Rolex, com autorizaÃ§Ã£o para vender e realizar a manutenÃ§Ã£o dos relÃ³gios Rolex. Continuidade, modernidade e tradiÃ§Ã£o sÃ£o os pilares da nossa empresa, que hÃ¡ mais de 80 anos ocupa uma posiÃ§Ã£o privilegiada no coraÃ§Ã£o da nossa cidade.","Pires, Joalheiros, Relojoaria, Joalharia, Ouro, Prata, Casamento, AcessÃ³rios, ReparaÃ§Ã£o, Rolex, Cartier, Omega, Montblanc, Tudor, Chronoswiss, Seven Friday, Cuervo y Sobrinos, Ulisse Cardin,Briston, Eleuterio, Damaso Martinez, K di Kuore, Utopia, Baraka, Antora, Hublot, Reguladora, Coscia, Eberhard, Masi Gioieli",Distribuidor oficial Rolex em Braga | Pires Joalheiros - Desde 1927,"A Pires Joalheiros em Braga tem orgulho em fazer parte da rede mundial de distribuidores oficiais Rolex, com autorizaÃ§Ã£o para vender e realizar a manutenÃ§Ã£o dos relÃ³gios Rolex. Continuidade, modernidade e tradiÃ§Ã£o sÃ£o os pilares da nossa empresa, que hÃ¡ mais de 80 anos ocupa uma posiÃ§Ã£o privilegiada no coraÃ§Ã£o da nossa cidade.","Pires, Joalheiros, Relojoaria, Joalharia, Ouro, Prata, Casamento, AcessÃ³rios, ReparaÃ§Ã£o, Rolex, Cartier, Omega, Montblanc, Tudor, Chronoswiss, Seven Friday, Cuervo y Sobrinos, Ulisse Cardin,Briston, Eleuterio, Damaso Martinez, K di Kuore, Utopia, Baraka, Antora, Hublot, Reguladora, Coscia, Eberhard, Masi Gioieli"
RAMIKA PRO OY,FI,Finlande,VANTAA,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Yhtiön toimiala on Lastentarvikkeiden vähittäiskauppa-, vuokraus-, tuonti-, vienti sekä agentuuritoiminta. Yhtiö harjoittaa myös arvopaperikauppaa- ja kiinteistöjen omistusta, vuokrausta, välitystä ja kauppaa.","Yhtion toimiala on Lastentarvikkeiden vahittaiskauppa-, vuokraus-, tuonti-, vienti seka agentuuritoiminta. Yhtio harjoittaa myos arvopaperikauppaa- ja kiinteistojen omistusta, vuokrausta, valitysta ja kauppaa.",www.lastenturva.fi,1,1,0,8,6,5,YES,NO,NO,,,,,,,
TAMAR Y ARIMA S.L.,ES,Espagne,SANTANDER,,4771,Commerce de détail d'habillement en magasin spécialisé,,,Venta de prendas de vestir y complementos para bebes.,,www.donacarmen.es,1,0,0,8,6,6,YES,NO,NO,,,,,,,
P. BASTIANI S.R.L.,IT,Italie,TRIESTE,VIA SAN NICOLO' 19,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,www.orologeriabastiani.com,1,0,0,8,6,7,YES,NO,NO,,Rivenditore Ufficiale Rolex a Trieste | Orologeria Bastiani,Orologeria Bastiani - Trieste è orgogliosa di far parte del network ufficiale rivenditori Rolex - Vendita e assistenza orologi Rolex.,,,,
JARL SANDIN & SONER GULD OCH SILVER AKTIEBOLAG,SE,Suède,GOTEBORG,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail sale of jewelry and related articles,Retail,Bolaget skall bedriva detaljhandel med ädelmetaller och därmedförenlig verksamhet.,Bolaget skall bedriva detaljhandel med adelmetaller och darmedforenlig verksamhet.,www.jarlsandin.se,0,0,0,8,6,7,YES,NO,NO,,"Smycken, Juveler & Kvalitetsklockor - E-handel & butik | Jarl Sandin","Handla smycken, juveler och kvalitetsklockor att bÃ¤ra och Ã¤lska. Tongivande varumÃ¤rken, egen smyckedesign samt fÃ¶rlovning & vigsel.",,,,
GIOIELLERIE VERONELLI S.R.L.,IT,Italie,LURAGO D'ERBA,VIA ROMA 64,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,www.veronelligioielli.it,2,2,2,8,6,7,YES,NO,NO,,Gioielleria Veronelli - Veronelli Gioielli,,,,,
MINIPRIX SRL,RO,Roumanie,ORAS OTOPENI,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of ready-made clothing,Retail,,Engaged in the retail distribution of ready-made clothing [source: Bureau van Dijk],www.miniprix.ro,1,0,0,8,7,12,YES,NO,NO,,"Imbracaminte, incaltaminte si accesorii online | Miniprix","Daca tie iti place, e perfect. Haine, incaltaminte si accesorii pentru Femei, barbati si copii. Reduceri si produse noi, in fiecare zi.",,,,
"BOM CALCADO, S.A.",PT,Portugal,LEIRIA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear,Retail,"Comércio a retalho de calçado, em estabelecimentos especializados",Engaged in the retail sale of footwear [source: Bureau van Dijk],www.stara.pt,0,-1,-1,8,8,12,YES,YES,,stara.pt,Home | Stara - Loja de Calçado,"Nas lojas “Stara” pode encontrar todos os segmentos de calçado, para homem, senhora e criança, bem como artigos de viagem, desporto e marroquinaria.","calçado, stara, botas, sapatilhas",Home | Stara - Loja de Calçado,"Nas lojas “Stara” pode encontrar todos os segmentos de calçado, para homem, senhora e criança, bem como artigos de viagem, desporto e marroquinaria.","calçado, stara, botas, sapatilhas"
SWAP S.R.L.,IT,Italie,NAPOLI,PIAZZA DEI MARTIRI 58,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,en.swapparty.com,1,0,0,8,6,7,YES,NO,NO,,en.swapparty.com,,,,,
MAP PRESTIGIACOMO MODE - S.R.L.,IT,Italie,TRAPANI,VIA ANTONINO TURRETTA 3,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail of clothing products and accessories,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail of clothing products and accessories [source: Bureau van Dijk],www.idressmap.com,0,-4,0,8,7,10,YES,NO,YES,"www.prestigiacomomode.it
www.idressmap.it",,,,,,
ARYA SRL,IT,Italie,PESCHIERA BORROMEO,VIA DELLA LIBERAZIONE 43,4771,Commerce de détail d'habillement en magasin spécialisé,,,"COMMERCIO AL DETTAGLIO DI BIANCHERIA PERSONALE, MAGLIERIA, CAMICIE",,www.aryasrl.it,0,0,0,8,6,8,YES,NO,NO,,,,,,,
GIOIELLI DI MENICHELLI FRANCO & C. SRL,IT,Italie,VITERBO,PIAZZA GIUSEPPE VERDI 22,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the sale of jewelry or precious stones,Retail,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,Engaged in the sale of jewelry or precious stones [source: Bureau van Dijk],www.menichelli1912.it,1,1,1,8,6,7,YES,NO,NO,,Menichelli1912 - Menichelli,"Gioielleria Menichelli1912: un secolo di esperienza nel mondo dei gioielli, orologi e pietre preziose. Scoprili tutti nella boutique a Viterbo",,,,
DANIEL MOSKOU,RU,Fédération de Russie,MOSCOW,,4751,Commerce de détail de textiles en magasin spécialisé,Engaged in the retail trade and marketing of textile products,Retail,,Engaged in the retail trade and marketing of textile products [source: Bureau van Dijk],,0,0,0,8,6,9,YES,NO,NO,,,,,,,
E-SPACE S.R.L.,IT,Italie,UDINE,VIALE TRICESIMO 187,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing in specialised stores,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail sale of clothing in specialised stores [source: Bureau van Dijk],www.e-space.it,1,-1,0,8,5,8,YES,NO,NO,www.espacesrl.com,"Web E-space, il tuo personal shopper in città","Web E-space, il tuo personal shopper in città",,,,
PEPPA S.R.L.,IT,Italie,CASORATE PRIMO,VIA S. PROTASO 7,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,www.reclamesc.com,1,0,0,8,6,5,YES,NO,NO,,Home - Benvenuti nel mondo Reclame!,,,,,
WUNDERWEAR A/S,DK,Danemark,KGSLYNGBY,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing in specialized stores,Retail,,Engaged in the retail sale of clothing in specialized stores [source: Bureau van Dijk],www.wunderwear.dk,1,0,0,8,6,9,YES,NO,NO,,Lingeri og undertøj til alle kvinder | Wunderwear.dk,"Lingeri, undertøj, badetøj, nattøj og strømper. Stort udvalg af kvalitetsmærker og gode pasformer til kvinder med lille eller stor barm. Undertøjsbutik.","lingeri, undertøj, nattøj, strømper, badetøj, undertøjsbutik, bh, trusse, bikini, fuldskål, t-shirtb",,,
"PASSO, A.S.",SK,Slovaquie,BRATISLAVA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Retail sale of jewelry, watches, precious stones, and precious metals",Retail,,"Retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.sheron.sk,2,1,1,8,7,7,YES,NO,NO,,Úvodná stránka - Sheron,,,,,
DEPORTES IRABIA SL,ES,Espagne,PAMPLONA/IRUNA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale trade of clothing and accessories,Wholesale,Comercio mayor de todo tipo de artículos deportivos,Engaged in the wholesale trade of clothing and accessories [source: Bureau van Dijk],www.intersport.es,0,0,0,8,7,8,YES,NO,YES,deportes-irabia.com,Tienda De Deportes Online Intersport | Envíos Gratuitos,"Tienda de deportes online donde podrás encontrar toda ropa de deporte de mujer, hombre y niños. Descubre las nuevas tendencias en ropa deportiva.",,,,
ABATEX A,BE,Belgique,SART-LEZ-SPA,,4764,Commerce de détail d'articles de sport en magasin spécialisé,,,,,abatex.be,0,0,1,8,5,6,YES,NO,NO,,,,,,,
GIACOBAZZI GIOIELLI S.R.L.,IT,Italie,BOLOGNA,VIA SAN FELICE 14/A,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,www.giacobazzigioielli.it,0,0,0,8,5,5,YES,NO,NO,,"Giacobazzi Gioielli – Giacobazzi Gioielli è Gioielli, Orologi e Orologi usati di grandi brands",,,,,
P M C,FR,France,BERCK,CENTRE COMMERCIAL CARREFOUR,4771,Commerce de détail d'habillement en magasin spécialisé,,,Commerce et réparation de tous articles et matériels de sports et de loisirs.,,www.magasin-abyss.com,1,0,0,8,7,8,YES,NO,NO,fiaf.org,,,,,,
SCOPAGIOIELLI S.R.L.,IT,Italie,ROVIGO,PIAZZA VITTORIO EMANUELE II 19,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services",Retail; Services,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,"Engaged in the retail distribution of a range of jewelry and other related products; and provision of engraving, personalization, and customization services, as well as jewelry repair services [source: Bureau van Dijk]",www.scopagioielli.com,1,0,0,8,5,5,YES,NO,NO,scopagioielli.com,Scopagioielli | Home,"Storica gioielleria con sedi a Ferrara, Rovigo e Treviso",,Scopagioielli | Home,"Storica gioielleria con sedi a Ferrara, Rovigo e Treviso",
PASQUALI DOMENICI SOCIETA' A RESPONSABILITA' LIMITATA,IT,Italie,VIAREGGIO,VIA CESARE BATTISTI 159/161,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI OROLOGI E ARTICOLI DI GIOIELLERIA E ARGE ERIA,,www.pasqualidomenici.it,0,0,0,8,7,5,YES,NO,NO,,"Orologi e Gioielli in vendita. Gioielleria Pasquali Domenici, Viareggio",Acquista i tuoi orologi sul sito della gioielleria Pasquali Domenici di Viareggio.,,,,
8 MARZO S.R.L.,IT,Italie,CASIER,VIA ENRICO BARONE 1 C-D,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,,www.nanaitalianheart.com,0,0,0,8,6,9,YES,NO,NO,,nanà italian heart: abbigliamento donna,"Nanà è la boutique di moda per ogni donna che vuole far risplendere la propria personalità, star bene con sé stessa e trovare capi unici per ogni occasione.",,,,
MONTRES & BIJOUX S.R.L.,IT,Italie,GENOVA,PIAZZA RAFFAELE DE FERRARI 3/R,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the organization of worldwide trade fairs,Services,"DETTAGLIO DI OREFICERIA, OROLOGERIA E ARTICOLI DA REGALO",Engaged in the organization of worldwide trade fairs [source: Bureau van Dijk],www.montresbijoux.com,2,1,1,8,5,6,YES,NO,NO,montresbijoux.com,Rivenditore  Autorizzato Rolex | Rivenditore Autorizzato Patek Philippe | Laboratorio Orologeria | Gioielleria | | Montres & Bijoux | Montres & Bijoux,Orologeria a Genova | Rivenditore Autorizzato Rolex | Rivenditore Autorizzato Patek Philippe | Laboratorio di orologeria |,Orologeria a Genova | Rivenditore Autorizzato Rolex | Rivenditore Autorizzato Patek Philippe | Laboratorio di orologeria |,Rivenditore  Autorizzato Rolex | Rivenditore Autorizzato Patek Philippe | Laboratorio Orologeria | Gioielleria | | Montres & Bijoux | Montres & Bijoux,Orologeria a Genova | Rivenditore Autorizzato Rolex | Rivenditore Autorizzato Patek Philippe | Laboratorio di orologeria |,Orologeria a Genova | Rivenditore Autorizzato Rolex | Rivenditore Autorizzato Patek Philippe | Laboratorio di orologeria |
JOYERIA CALVO MACIAS A CORUNA SL,ES,Espagne,A CORUNA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,Comercio al por menor de artículos de relojería y joyería.,,www.joyeriacalvo.com,0,0,0,8,6,6,YES,NO,NO,,Joyería Calvo: Joyería y relojería,"Joyería Calvo - Atención personalizada online inmediata www.joyeriacalvo.com. Desde 1.962 distribuidor oficial de las firmas de joyería y relojería más prestigiosas. Ubicaciones: La Coruña, Lugo y Ponferrada. &","Relojería Calvo, Alta relojería, Relojería, Coruña, Ponferrada, Lugo, Comprar Reloj, Donde Comprar Reloj, Cartier, Omega, Longines, IWC, Breitling, Hublot, Panerai, Jaeger-LeCoultre, Baume & Mercier, Bell & Ross, Cha",,,
OLD ENGLAND S.R.L.,IT,Italie,MIRANO,VIA GUGLIELMO MARCONI 21,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of apparel,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the retail sale of apparel [source: Bureau van Dijk],www.xetraitalia.it,0,0,0,8,6,11,YES,NO,YES,,XETRA,DA PIÙ DI 30 ANNI ACCOMPAGNIAMO LE DONNE NELLE LORO AVVENTURE DI TUTTI I GIORNI.,,,,
"MASALVES - CALCADO UNIPESSOAL, LDA",PT,Portugal,FELGUEIRAS,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale distribution of men's and boys' clothing and furnishings,Wholesale,"Comércio a retalho de calçado, em estabelecimentos especializados/ Comércio por grosso de calçado/ Comércio a retalho de marroquinaria e artigos de viagem, em estabelecimentos especializados",Engaged in the wholesale distribution of men's and boys' clothing and furnishings [source: Bureau van Dijk],www.manuelalves.pt,0,0,0,8,7,10,YES,NO,NO,manuelalves.pt,"Manuel Alves® Oficial - Botas, Sapatos e Sapatilhas","Loja online Manuel Alves Oficial | Adidas, Nike, New Balance, Skechers, Guess, Reebok... | Homem, Mulher e Criança – Nova Coleção",,"Manuel Alves® Oficial - Botas, Sapatos e Sapatilhas","Loja online Manuel Alves Oficial | Adidas, Nike, New Balance, Skechers, Guess, Reebok... | Homem, Mulher e Criança – Nova Coleção",
AMO DIZAJN JJ D.O.O.,HR,Croatie,ZAGREB,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,,0,-1,0,8,6,9,YES,YES,,,,,,,,
DAD & SONS S.R.L.,IT,Italie,NAPOLI,VIA TOLEDO 418,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,,,1,0,0,8,5,9,YES,NO,NO,,,,,,,
MARTA SRL,IT,Italie,MONTICELLO CONTE OTTO,VIA VENEZIA 5,4771,Commerce de détail d'habillement en magasin spécialisé,An Italy based enterprise engaged in the manufacture and distribution of clothing and other related products,Manufacturing; Wholesale,"COMMERCIO AL DETTAGLIO DI BIANCHERIA PERSONALE, MAGLIERIA, CAMICIE",An Italy based enterprise engaged in the manufacture and distribution of clothing and other related products [source: Bureau van Dijk],www.martait.it,1,1,0,7,6,7,YES,NO,NO,,"Marta s.r.l. - Trasmissioni, Tubi, Guarnizioni, Plastica, Gomma",,,,,
CONAN REY SA,ES,Espagne,MADRID,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale distribution of clothing, footwear, and leather goods",Wholesale,Comercio al por menor de prendas de vestir de marcas de lujo y gestión de tienda física y on line.,"Engaged in the wholesale distribution of clothing, footwear, and leather goods [source: Bureau van Dijk]",www.ekseption.com,0,0,0,7,7,7,YES,YES,,,"Ekseption Madrid | Moda, Belleza y Estilo de Vida de lujo - EKSEPTION","Multimarca de lujo situada en el barrio Salamanca en Madrid, ofrece una variedad única de artículos de moda, bolsos, zapatos, accesorios y artículos para el hogar. Más de 130 marcas como Alaïa, Celine, Gucci, Jacquemus, The Row, Balenciaga, entre otras.",,,,
BB NEW LOOK D.O.O. MOSTAR,BA,Bosnie-Herzégovine,MOSTAR,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,"Retail sale of footwear;Retail sale of men's and women's assemblies;Trade in household goods;Importer and distributor of fashion brands for clothing and footwear: Bugatti, Fynch Hatton, Gant, Lacoste, MAC, Pepe Jeans, Pierre Cardin, Ralph Lauren, Esprit, s.Oliver, Marco Tozzi, Skechers, U.S. Polo Assn, Jack & Jones etc.",www.retrohome.ba,0,0,1,7,6,8,YES,NO,NO,,,,,,,
